la_sample_id	fastq_path	fastq_files_fwd	fastq_files_rev	note	fastq_prefix	gvcf_prefix	gvcf_path	gvcf	genotyped_vcf_path	genotyped_vcf_name	zarr_name
hin_sNG_S10-11	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/S10_11	S10_11_FDSW210084747-1r_HVT5FDSXY_L2_1.fq.gz	S10_11_FDSW210084747-1r_HVT5FDSXY_L2_2.fq.gz		S10_11	hin_sNG_S10_11	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_sNG_S10_11.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_sNG_S10_11.vcf.gz	hin_sNG_S10_11
hin_sNG_S10-12	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/S10_12	S10_12_A_1.fq.gz,S10_12_B_1.fq.gz	S10_12_A_2.fq.gz,S10_12_B_2.fq.gz		S10_12	hin_sNG_S10_12	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_sNG_S10_12.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_sNG_S10_12.vcf.gz	hin_sNG_S10_12
hin_sNG_S10-13	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/S10_13	S10_13_FDSW210084749-1r_HVT5FDSXY_L2_1.fq.gz	S10_13_FDSW210084749-1r_HVT5FDSXY_L2_2.fq.gz		S10_13	hin_sNG_S10_13	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_sNG_S10_13.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_sNG_S10_13.vcf.gz	hin_sNG_S10_13
hin_sNG_S10-14	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/S10_14	S10_14_FDSW210084750-1r_HVLGCDSXY_L3_1.fq.gz,S10_14_FDSW210084750-1r_HVW5FDSXY_L3_1.fq.gz	S10_14_FDSW210084750-1r_HVLGCDSXY_L3_2.fq.gz,S10_14_FDSW210084750-1r_HVW5FDSXY_L3_2.fq.gz		S10_14	hin_sNG_S10_14	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_sNG_S10_14.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_sNG_S10_14.vcf.gz	hin_sNG_S10_14
hin_sNG_S10-5	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/S10_5	S10_5WP_FDSW210084803-1r_HVT5FDSXY_L3_1.fq.gz	S10_5WP_FDSW210084803-1r_HVT5FDSXY_L3_2.fq.gz		S10_5	hin_sNG_S10_5	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_sNG_S10_5.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_sNG_S10_5.vcf.gz	hin_sNG_S10_5
hin_sNG_S10-8	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/S10_8	S10_8_FDSW210084746-1r_HVT5FDSXY_L2_1.fq.gz	S10_8_FDSW210084746-1r_HVT5FDSXY_L2_2.fq.gz		S10_8	hin_sNG_S10_8	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_sNG_S10_8.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_sNG_S10_8.vcf.gz	hin_sNG_S10_8
hin_sNG_WP66-4	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/WP66_4	WP66_4_FSFP210084805-1a_HVV3TDSXY_L4_1.fq.gz	WP66_4_FSFP210084805-1a_HVV3TDSXY_L4_2.fq.gz		WP66_4	hin_sNG_WP66_4	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_sNG_WP66_4.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_sNG_WP66_4.vcf.gz	hin_sNG_WP66_4
hin_WPSI-HB_1	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/SI_HB1	SI_HB1_FDSW210084774-1r_HVLGCDSXY_L4_1.fq.gz	SI_HB1_FDSW210084774-1r_HVLGCDSXY_L4_2.fq.gz		SI_HB1	hin_WPSI_HB_1	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_WPSI_HB_1.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_WPSI_HB_1.vcf.gz	hin_WPSI_HB_1
hin_WPSI-HB13	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/SI_HB13	SI_HB13_FSFP210084781-1a_HVV3TDSXY_L4_1.fq.gz	SI_HB13_FSFP210084781-1a_HVV3TDSXY_L4_2.fq.gz		SI_HB13	hin_WPSI_HB13	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_WPSI_HB13.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_WPSI_HB13.vcf.gz	hin_WPSI_HB13
hin_WPSI-HB14	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/SI_HB14	SI_HB14_FSFP210084779-1r_HVT5FDSXY_L4_1.fq.gz	SI_HB14_FSFP210084779-1r_HVT5FDSXY_L4_2.fq.gz		SI_HB14	hin_WPSI_HB14	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_WPSI_HB14.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_WPSI_HB14.vcf.gz	hin_WPSI_HB14
hin_WPSI-HB2	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/SI_HB2	SI_HB2_FSFP210084783-1r_HVT5FDSXY_L4_1.fq.gz	SI_HB2_FSFP210084783-1r_HVT5FDSXY_L4_2.fq.gz		SI_HB2	hin_WPSI_HB2	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_WPSI_HB2.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_WPSI_HB2.vcf.gz	hin_WPSI_HB2
hin_WPSI-HB3	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/SI_HB3	SI_HB3_FSFP210084778-1r_HVT5FDSXY_L4_1.fq.gz	SI_HB3_FSFP210084778-1r_HVT5FDSXY_L4_2.fq.gz		SI_HB3	hin_WPSI_HB3	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_WPSI_HB3.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_WPSI_HB3.vcf.gz	hin_WPSI_HB3
hin_WPSI-HB5	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/SI_HB5	SI_HB5_FSFP210084775-1r_HVT5FDSXY_L4_1.fq.gz	SI_HB5_FSFP210084775-1r_HVT5FDSXY_L4_2.fq.gz		SI_HB5	hin_WPSI_HB5	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_WPSI_HB5.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_WPSI_HB5.vcf.gz	hin_WPSI_HB5
hin_WPSI-HB6	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/SI_HB6	SI_HB6_FSFP210084780-1r_HVT5FDSXY_L4_1.fq.gz	SI_HB6_FSFP210084780-1r_HVT5FDSXY_L4_2.fq.gz		SI_HB6	hin_WPSI_HB6	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_WPSI_HB6.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_WPSI_HB6.vcf.gz	hin_WPSI_HB6
hin_WPSI-HB7	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/SI_HB7	SI_HB7_FDSW210084776-1r_HVT5FDSXY_L2_1.fq.gz	SI_HB7_FDSW210084776-1r_HVT5FDSXY_L2_2.fq.gz		SI_HB7	hin_WPSI_HB7	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_WPSI_HB7.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_WPSI_HB7.vcf.gz	hin_WPSI_HB7
hin_WPSI-HB9	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/SI_HB9	SI_HB9_FSFP210084782-1a_HVV3TDSXY_L4_1.fq.gz	SI_HB9_FSFP210084782-1a_HVV3TDSXY_L4_2.fq.gz		SI_HB9	hin_WPSI_HB9	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_WPSI_HB9.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_WPSI_HB9.vcf.gz	hin_WPSI_HB9
hin_WPSI_HLC_30	/QRISdata/Q6151/2_fastqc/3_PhD_rawdata	hin_WPSI_HLC_30_1.fastq.gz	hin_WPSI_HLC_30_2.fastq.gz		hin_WPSI_HLC_30	hin_WPSI_HLC_30	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_WPSI_HLC_30.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_WPSI_HLC_30.vcf.gz	hin_WPSI_HLC_30
hin_WPSL_sol_19	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Original_data	sol_19_1.fq.gz,sol_19_FKDN230534356-1A_22CNJ7LT3_L7_1.fq.gz	sol_19_2.fq.gz,sol_19_FKDN230534356-1A_22CNJ7LT3_L7_2.fq.gz		sol_19	hin_WPSL_sol_19	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_WPSL_sol_19.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_WPSL_sol_19.vcf.gz	hin_WPSL_sol_19
hin_WPSL_sol_23	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Original_data	sol_23_1.fq.gz,sol_23_FKDN230534357-1A_22CNJ7LT3_L7_1.fq.gz	sol_23_2.fq.gz,sol_23_FKDN230534357-1A_22CNJ7LT3_L7_2.fq.gz		sol_23	hin_WPSL_sol_23	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_WPSL_sol_23.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_WPSL_sol_23.vcf.gz	hin_WPSL_sol_23
hin_WPSL_sol_29	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Original_data	sol_29_1.fq.gz, sol_29_FKDN230534358-1A_22CNJ7LT3_L7_1.fq.gz	sol_29_2.fq.gz, sol_29_FKDN230534358-1A_22CNJ7LT3_L7_2.fq.gz		sol_29	hin_WPSL_sol_29	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_WPSL_sol_29.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_WPSL_sol_29.vcf.gz	hin_WPSL_sol_29
hin_WPSL_sol_30	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Original_data	sol_30_1.fq.gz,sol_30_FKDN230534359-1A_22CNJ7LT3_L7_1.fq.gz	sol_30_2.fq.gz,sol_30_FKDN230534359-1A_22CNJ7LT3_L7_2.fq.gz		sol_30	hin_WPSL_sol_30	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_WPSL_sol_30.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_WPSL_sol_30.vcf.gz	hin_WPSL_sol_30
hin_WPSL_sol_76	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Original_data	sol_76_1.fq.gz,sol_76_FKDN230534360-1A_22CNJ7LT3_L7_1.fq.gz	sol_76_2.fq.gz,sol_76_FKDN230534360-1A_22CNJ7LT3_L7_2.fq.gz		sol_76	hin_WPSL_sol_76	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_WPSL_sol_76.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_WPSL_sol_76.vcf.gz	hin_WPSL_sol_76
hin_WPSL_sol135	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Original_data	sol135_1.fq.gz,sol135_FKDN230534370-1A_22CNJ7LT3_L7_1.fq.gz	sol135_2.fq.gz,sol135_FKDN230534370-1A_22CNJ7LT3_L7_2.fq.gz		sol135	hin_WPSL_sol_135	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_WPSL_sol135.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_WPSL_sol135.vcf.gz	hin_WPSL_sol135
hin_WPSL_sol160	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	hin_WPSI_sol160_1.fq.gz	hin_WPSI_sol160_2.fq.gz		hin_WPSI_sol160	hin_WPSI_sol160	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_WPSL_sol160.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_WPSL_sol160.vcf.gz	hin_WPSL_sol160
hin_WPSL_sol241	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Original_data	sol241_1.fq.gz,sol241_FKDN230534364-1A_22CNJ7LT3_L7_1.fq.gz	sol241_2.fq.gz,sol241_FKDN230534364-1A_22CNJ7LT3_L7_2.fq.gz		sol241	hin_WPSL_sol241	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_WPSL_sol241.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_WPSL_sol241.vcf.gz	hin_WPSL_sol241
hin_WPSL_sol244	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	hin_WPSI_sol244_1.fq.gz	hin_WPSI_sol244_2.fq.gz		hin_WPSI_sol244	hin_WPSL_sol244	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_WPSL_sol244.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_WPSL_sol244.vcf.gz	hin_WPSL_sol244
hin_WPSL_sol247	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Original_data	sol247_1.fq.gz,sol247_FKDN230534366-1A_22CNJ7LT3_L7_1.fq.gz	sol247_2.fq.gz,sol247_FKDN230534366-1A_22CNJ7LT3_L7_2.fq.gz		sol247	hin_WPSL_sol247	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_WPSL_sol247.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_WPSL_sol247.vcf.gz	hin_WPSL_sol247
hin_WPSL_sol251	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	hin_WPSI_sol251_1.fq.gz	hin_WPSI_sol251_2.fq.gz		hin_WPSI_sol251	hin_WPSL_sol251	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_WPSL_sol251.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_WPSL_sol251.vcf.gz	hin_WPSL_sol251
hin_WPSL_sol261	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	hin_WPSI_sol261_1.fq.gz	hin_WPSI_sol261_2.fq.gz		hin_WPSI_sol261	hin_WPSL_sol261	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_WPSL_sol261.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_WPSL_sol261.vcf.gz	hin_WPSL_sol261
hin_WPSL_sol308	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	hin_WPSI_sol308_1.fq.gz	hin_WPSI_sol308_2.fq.gz		hin_WPSI_sol308	hin_WPSL_sol308	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_WPSL_sol308.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_WPSL_sol308.vcf.gz	hin_WPSL_sol308
hin_WPSL_sol85	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Original_data	sol85_1.fq.gz,sol85_FKDN230534361-1A_22CNJ7LT3_L7_1.fq.gz	sol85_2.fq.gz,sol85_FKDN230534361-1A_22CNJ7LT3_L7_2.fq.gz		sol85	hin_WPSL_sol85	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_WPSL_sol85.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_WPSL_sol85.vcf.gz	hin_WPSL_sol85
hin_WPSL_sol86	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Original_data	sol86_1.fq.gz,sol86_FKDN230534362-1A_22CNJ7LT3_L7_1.fq.gz	sol86_2.fq.gz,sol86_FKDN230534362-1A_22CNJ7LT3_L7_2.fq.gz		sol86	hin_WPSL_sol86	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_WPSL_sol86.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_WPSL_sol86.vcf.gz	hin_WPSL_sol86
hin_wQLD_Por_41	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	hin_wQLD_Por_41_1.fq.gz	hin_wQLD_Por_41_2.fq.gz		hin_wQLD_Por_41	hin_wQLD_Por_41	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_wQLD_Por_41.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_wQLD_Por_41.vcf.gz	hin_wQLD_Por_41
hin_wQLD_Por_43	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Original_data	Por_43_1.fq.gz,Por_43_FKDN230534305-1A_22CNGKLT3_L5_1.fq.gz	Por_43_2.fq.gz,Por_43_FKDN230534305-1A_22CNGKLT3_L5_2.fq.gz		Por_43	hin_wQLD_Por_43	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_wQLD_Por_43.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_wQLD_Por_43.vcf.gz	hin_wQLD_Por_43
hin_wQLD_Por_44	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Original_data	Por_44_1.fq.gz,Por_44_FKDN230534306-1A_22CNGKLT3_L5_1.fq.gz	Por_44_2.fq.gz,Por_44_FKDN230534306-1A_22CNGKLT3_L5_2.fq.gz		Por_44	hin_wQLD_Por_44	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_wQLD_Por_44.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_wQLD_Por_44.vcf.gz	hin_wQLD_Por_44
hin_wQLD_Por_45	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	hin_wQLD_Por_45_1.fq.gz	hin_wQLD_Por_45_2.fq.gz		hin_wQLD_Por_45	hin_wQLD_Por_45	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_wQLD_Por_45.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_wQLD_Por_45.vcf.gz	hin_wQLD_Por_45
hin_wQLD_Por_48	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Original_data	Por_48_1.fq.gz,Por_48_FKDN230534308-1A_22CNGKLT3_L5_1.fq.gz	Por_48_2.fq.gz,Por_48_FKDN230534308-1A_22CNGKLT3_L5_2.fq.gz		Por_48	hin_wQLD_Por_48	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_wQLD_Por_48.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_wQLD_Por_48.vcf.gz	hin_wQLD_Por_48
hin_wQLD_Por_49	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	hin_wQLD_Por_49_1.fq.gz	hin_wQLD_Por_49_2.fq.gz		hin_wQLD_Por_49	hin_wQLD_Por_49	/QRISdata/Q6151/6_gvcf/2_An_hinesorum/1_gvcf	hin_wQLD_Por_49.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	hin_wQLD_Por_49.vcf.gz	hin_wQLD_Por_49
iren_GUA1812_13	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/GUA1812_13iren	GUA1812_13iren_FSFP210084798-1r_HVT5FDSXY_L4_1.fq.gz	GUA1812_13iren_FSFP210084798-1r_HVT5FDSXY_L4_2.fq.gz		GUA1812_13iren	iren_GUA1812_13iren	/QRISdata/Q6151/6_gvcf/3_An_irenicus/gvcf	iren_GUA1812_13iren.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	iren_GUA1812_13iren.vcf.gz	iren_GUA1812_13iren
iren_GUA1812_16	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/GUA1812_16iren	GUA1812_16iren_FSFP210084793-1r_HVT5FDSXY_L4_1.fq.gz	GUA1812_16iren_FSFP210084793-1r_HVT5FDSXY_L4_2.fq.gz		GUA1812_16iren	iren_GUA1812_16iren	/QRISdata/Q6151/6_gvcf/3_An_irenicus/gvcf	iren_GUA1812_16iren.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	iren_GUA1812_16iren.vcf.gz	iren_GUA1812_16iren
iren_GUA182_3	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/GUA182_3iren	GUA182_3iren_FDSW210084795-1r_HVT5FDSXY_L3_1.fq.gz	GUA182_3iren_FDSW210084795-1r_HVT5FDSXY_L3_2.fq.gz		GUA182_3iren	iren_GUA182_3iren	/QRISdata/Q6151/6_gvcf/3_An_irenicus/gvcf	iren_GUA182_3iren.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	iren_GUA182_3iren.vcf.gz	iren_GUA182_3iren
iren_GUA182_6	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/GUA182_6iren	GUA182_6iren_FDSW210084797-1r_HVT5FDSXY_L3_1.fq.gz	GUA182_6iren_FDSW210084797-1r_HVT5FDSXY_L3_2.fq.gz		GUA182_6iren	iren_GUA182_6iren	/QRISdata/Q6151/6_gvcf/3_An_irenicus/gvcf	iren_GUA182_6iren.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	iren_GUA182_6iren.vcf.gz	iren_GUA182_6iren
iren_GUA1826_11	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/GUA1826_11iren	GUA1826_11iren_FSFP210084801-1a_HVV3TDSXY_L4_1.fq.gz	GUA1826_11iren_FSFP210084801-1a_HVV3TDSXY_L4_2.fq.gz		GUA1826_11iren	iren_GUA1826_11iren	/QRISdata/Q6151/6_gvcf/3_An_irenicus/gvcf	iren_GUA1826_11iren.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	iren_GUA1826_11iren.vcf.gz	iren_GUA1826_11iren
iren_GUA183_2	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/GUA183_2iren	GUA183_2iren_FSFP210084796-1r_HVT5FDSXY_L4_1.fq.gz	GUA183_2iren_FSFP210084796-1r_HVT5FDSXY_L4_2.fq.gz		GUA183_2iren	iren_GUA183_2iren	/QRISdata/Q6151/6_gvcf/3_An_irenicus/gvcf	iren_GUA183_2iren.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	iren_GUA183_2iren.vcf.gz	iren_GUA183_2iren
iren_GUA184_23	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/GUA184_23iren	GUA184_23iren_FSFP210084802-1r_HVT5FDSXY_L4_1.fq.gz	GUA184_23iren_FSFP210084802-1r_HVT5FDSXY_L4_2.fq.gz		GUA184_23iren	iren_GUA184_23iren	/QRISdata/Q6151/6_gvcf/3_An_irenicus/gvcf	iren_GUA184_23iren.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	iren_GUA184_23iren.vcf.gz	iren_GUA184_23iren
iren_GUA184_36	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/GUA184_36iren	GUA184_36iren_FSFP210084800-1a_HVV3TDSXY_L4_1.fq.gz	GUA184_36iren_FSFP210084800-1a_HVV3TDSXY_L4_2.fq.gz		GUA184_36iren	iren_GUA184_36iren	/QRISdata/Q6151/6_gvcf/3_An_irenicus/gvcf	iren_GUA184_36iren.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	iren_GUA184_36iren.vcf.gz	iren_GUA184_36iren
iren_GUA187_4	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/GUA187_4iren	GUA187_4iren_FDSW210084799-1r_HVT5FDSXY_L3_1.fq.gz	GUA187_4iren_FDSW210084799-1r_HVT5FDSXY_L3_2.fq.gz		GUA187_4iren	iren_GUA187_4iren	/QRISdata/Q6151/6_gvcf/3_An_irenicus/gvcf	iren_GUA187_4iren.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	iren_GUA187_4iren.vcf.gz	iren_GUA187_4iren
iren_GUA188_30	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/GUA188_30iren	GUA188_30iren_FSFP210084794-1r_HVT5FDSXY_L4_1.fq.gz	GUA188_30iren_FSFP210084794-1r_HVT5FDSXY_L4_2.fq.gz		GUA188_30iren	iren_GUA188_30iren	/QRISdata/Q6151/6_gvcf/3_An_irenicus/gvcf	iren_GUA188_30iren.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	iren_GUA188_30iren.vcf.gz	iren_GUA188_30iren
iren_GUA24_3	/QRISdata/Q6151/2_fastqc/3_PhD_rawdata	iren_GUA24_3_1.fastq.gz	iren_GUA24_3_2.fastq.gz		iren_GUA24_3	iren_GUA24_3	/QRISdata/Q6151/6_gvcf/3_An_irenicus/gvcf	iren_GUA24_3.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	iren_GUA24_3.vcf.gz	iren_GUA24_3
ManusWP11-far	/QRISdata/Q3833/Raw_data/RAW/new_farauti	ManusWP11-far_1.fastq.gz	ManusWP11-far_2.fastq.gz		ManusWP11-far	ManusWP11	/QRISdata/Q3833/Luke/HaplotypeCaller/new_farauti	ManusWP11.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	ManusWP11.vcf.gz	ManusWP11
ore_IJ_2_6	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	ore_IJ_2_6_1.fq.gz	ore_IJ_2_6_2.fq.gz		ore_IJ_2_6	ore_IJ_2_6	/QRISdata/Q6151/6_gvcf/4_An_oreios/1_gvcf	ore_IJ_2_6.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	ore_IJ_2_6.vcf.gz	ore_IJ_2_6
